file_name,pool,source,origin,clean_path,width,height,blank_score,sharpness_score,status,reject_reason
aslessor_passport_0000.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0000.jpg,600.0,350.0,40.80584054000486,1218.26097221712,valid,
aslessor_passport_0001.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0001.jpg,600.0,350.0,50.736861852363596,2257.676380144558,valid,
aslessor_passport_0002.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0002.jpg,600.0,350.0,48.004037980923265,1382.2342787751472,valid,
aslessor_passport_0003.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0003.jpg,600.0,350.0,43.37010656997589,852.3730309686848,valid,
aslessor_passport_0004.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0004.jpg,600.0,350.0,43.56195921954557,1636.5117139765082,valid,
aslessor_passport_0005.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0005.jpg,600.0,350.0,48.00630330425771,1191.3486794280047,valid,
aslessor_passport_0006.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0006.jpg,600.0,350.0,37.44219944797605,1006.3480344227664,valid,
aslessor_passport_0007.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0007.jpg,600.0,350.0,45.609112267322665,1665.5354712525168,valid,
aslessor_passport_0008.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0008.jpg,600.0,350.0,48.14298094649806,2103.152616561542,valid,
aslessor_passport_0009.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0009.jpg,600.0,350.0,36.10166510297855,1867.668194249433,valid,
aslessor_passport_0010.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0010.jpg,600.0,350.0,41.3992885947575,1241.326879655238,valid,
aslessor_passport_0011.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0011.jpg,600.0,350.0,51.342382088980465,1247.234674988095,valid,
aslessor_passport_0012.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0012.jpg,600.0,350.0,37.91281240684741,1217.4951513809522,valid,
aslessor_passport_0013.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0013.jpg,600.0,350.0,31.910645255872964,766.9646099041952,valid,
aslessor_passport_0014.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0014.jpg,600.0,350.0,39.066517853557905,1213.279918730068,valid,
aslessor_passport_0015.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0015.jpg,600.0,350.0,44.8823051515151,770.9235878584808,valid,
aslessor_passport_0016.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0016.jpg,600.0,350.0,44.24892219645817,1637.1828510158505,valid,
aslessor_passport_0017.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0017.jpg,600.0,350.0,50.19878135821603,773.1335469333106,valid,
aslessor_passport_0018.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0018.jpg,600.0,350.0,49.4767383998589,2174.6171725623585,valid,
aslessor_passport_0019.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0019.jpg,600.0,350.0,40.35935611445759,1510.0232467039457,valid,
aslessor_passport_0020.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0020.jpg,600.0,350.0,46.423109108791714,1452.322955526168,valid,
aslessor_passport_0021.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0021.jpg,600.0,350.0,29.754042441937933,669.390683786644,valid,
aslessor_passport_0022.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0022.jpg,600.0,350.0,46.867437745525926,1100.9639930005442,valid,
aslessor_passport_0023.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0023.jpg,600.0,350.0,47.71012078280666,2253.4481896053517,valid,
aslessor_passport_0024.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0024.jpg,600.0,350.0,51.38383646415972,2417.6489805904534,valid,
aslessor_passport_0025.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0025.jpg,600.0,350.0,43.4880556214362,940.0694621669842,valid,
aslessor_passport_0026.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0026.jpg,600.0,350.0,44.87460850746681,1733.0863418227664,valid,
aslessor_passport_0027.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0027.jpg,600.0,350.0,36.93663007584717,938.7652672680044,valid,
aslessor_passport_0028.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0028.jpg,600.0,350.0,44.938972874099214,871.9669424036055,valid,
aslessor_passport_0029.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0029.jpg,600.0,350.0,48.87680996877545,326.015853991814,valid,
aslessor_passport_0030.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0030.jpg,600.0,350.0,39.436130137222,426.2778963263265,valid,
aslessor_passport_0031.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0031.jpg,600.0,350.0,45.32753558041824,1542.2300037638097,valid,
aslessor_passport_0032.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0032.jpg,600.0,350.0,36.09000929955132,842.226274209161,valid,
aslessor_passport_0033.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0033.jpg,600.0,350.0,34.306866569050634,1435.3181640612245,valid,
aslessor_passport_0034.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0034.jpg,600.0,350.0,30.013069136903944,606.074736239365,valid,
aslessor_passport_0035.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0035.jpg,600.0,350.0,40.198828290352644,1096.2394258880727,valid,
aslessor_passport_0036.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0036.jpg,600.0,350.0,48.53774958684301,1646.4632068004537,valid,
aslessor_passport_0037.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0037.jpg,600.0,350.0,43.1972448632437,1096.0084165985486,valid,
aslessor_passport_0038.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0038.jpg,600.0,350.0,41.95259012897179,973.2916761882086,valid,
aslessor_passport_0039.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0039.jpg,600.0,350.0,39.17984518974062,1034.2315674271201,valid,
aslessor_passport_0040.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0040.jpg,600.0,350.0,51.712081628903256,1009.6846179997958,valid,
aslessor_passport_0041.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0041.jpg,600.0,350.0,30.07583429994926,1118.4408218556914,valid,
aslessor_passport_0042.jpg,passport_standard,huggingface,passport_standard,data\clean\passport_standard\aslessor_passport_0042.jpg,600.0,350.0,40.76754096608679,1133.42659805966,valid,
