relative_path,image_name,image_path,width,height,tile_count,status,error,vector_row
PDF_Edge_Case_11_page_1.jpg,PDF_Edge_Case_11_page_1.jpg,dataset_images\PDF_Edge_Case_11_page_1.jpg,1654,2339,26,ok,,0
PDF_Edge_Case_12_page_1.jpg,PDF_Edge_Case_12_page_1.jpg,dataset_images\PDF_Edge_Case_12_page_1.jpg,1654,2339,20,ok,,1
PDF_Edge_Case_12_page_2.jpg,PDF_Edge_Case_12_page_2.jpg,dataset_images\PDF_Edge_Case_12_page_2.jpg,1654,2339,20,ok,,2
PDF_Edge_Case_12_page_3.jpg,PDF_Edge_Case_12_page_3.jpg,dataset_images\PDF_Edge_Case_12_page_3.jpg,1654,2339,26,ok,,3
PDF_Edge_Case_12_page_4.jpg,PDF_Edge_Case_12_page_4.jpg,dataset_images\PDF_Edge_Case_12_page_4.jpg,1654,2339,20,ok,,4
PDF_Edge_Case_12_page_5.jpg,PDF_Edge_Case_12_page_5.jpg,dataset_images\PDF_Edge_Case_12_page_5.jpg,1654,2339,20,ok,,5
PDF_Edge_Case_12_page_6.jpg,PDF_Edge_Case_12_page_6.jpg,dataset_images\PDF_Edge_Case_12_page_6.jpg,1654,2339,20,ok,,6
PDF_Edge_Case_12_page_7.jpg,PDF_Edge_Case_12_page_7.jpg,dataset_images\PDF_Edge_Case_12_page_7.jpg,1654,2339,20,ok,,7
PDF_Edge_Case_13_page_1.jpg,PDF_Edge_Case_13_page_1.jpg,dataset_images\PDF_Edge_Case_13_page_1.jpg,1654,2339,26,ok,,8
PDF_Edge_Case_14_page_1.jpg,PDF_Edge_Case_14_page_1.jpg,dataset_images\PDF_Edge_Case_14_page_1.jpg,1654,2339,20,ok,,9
PDF_Edge_Case_14_page_2.jpg,PDF_Edge_Case_14_page_2.jpg,dataset_images\PDF_Edge_Case_14_page_2.jpg,1654,2339,20,ok,,10
PDF_Edge_Case_14_page_3.jpg,PDF_Edge_Case_14_page_3.jpg,dataset_images\PDF_Edge_Case_14_page_3.jpg,1654,2339,26,ok,,11
PDF_Edge_Case_14_page_4.jpg,PDF_Edge_Case_14_page_4.jpg,dataset_images\PDF_Edge_Case_14_page_4.jpg,1654,2339,21,ok,,12
PDF_Edge_Case_14_page_5.jpg,PDF_Edge_Case_14_page_5.jpg,dataset_images\PDF_Edge_Case_14_page_5.jpg,1654,2339,20,ok,,13
PDF_Edge_Case_14_page_6.jpg,PDF_Edge_Case_14_page_6.jpg,dataset_images\PDF_Edge_Case_14_page_6.jpg,1654,2339,21,ok,,14
PDF_Edge_Case_14_page_7.jpg,PDF_Edge_Case_14_page_7.jpg,dataset_images\PDF_Edge_Case_14_page_7.jpg,1654,2339,20,ok,,15
PDF_Edge_Case_14_page_8.jpg,PDF_Edge_Case_14_page_8.jpg,dataset_images\PDF_Edge_Case_14_page_8.jpg,1654,2339,20,ok,,16
PDF_Edge_Case_15_page_1.jpg,PDF_Edge_Case_15_page_1.jpg,dataset_images\PDF_Edge_Case_15_page_1.jpg,1654,2339,21,ok,,17
PDF_Edge_Case_15_page_2.jpg,PDF_Edge_Case_15_page_2.jpg,dataset_images\PDF_Edge_Case_15_page_2.jpg,1654,2339,26,ok,,18
PDF_Edge_Case_15_page_3.jpg,PDF_Edge_Case_15_page_3.jpg,dataset_images\PDF_Edge_Case_15_page_3.jpg,1654,2339,19,ok,,19
PDF_Normal_Doc_10_page_1.jpg,PDF_Normal_Doc_10_page_1.jpg,dataset_images\PDF_Normal_Doc_10_page_1.jpg,1654,2339,20,ok,,20
PDF_Normal_Doc_10_page_2.jpg,PDF_Normal_Doc_10_page_2.jpg,dataset_images\PDF_Normal_Doc_10_page_2.jpg,1654,2339,20,ok,,21
PDF_Normal_Doc_10_page_3.jpg,PDF_Normal_Doc_10_page_3.jpg,dataset_images\PDF_Normal_Doc_10_page_3.jpg,1654,2339,26,ok,,22
PDF_Normal_Doc_10_page_4.jpg,PDF_Normal_Doc_10_page_4.jpg,dataset_images\PDF_Normal_Doc_10_page_4.jpg,1654,2339,20,ok,,23
PDF_Normal_Doc_1_page_1.jpg,PDF_Normal_Doc_1_page_1.jpg,dataset_images\PDF_Normal_Doc_1_page_1.jpg,1654,2339,19,ok,,24
PDF_Normal_Doc_1_page_2.jpg,PDF_Normal_Doc_1_page_2.jpg,dataset_images\PDF_Normal_Doc_1_page_2.jpg,1654,2339,20,ok,,25
PDF_Normal_Doc_1_page_3.jpg,PDF_Normal_Doc_1_page_3.jpg,dataset_images\PDF_Normal_Doc_1_page_3.jpg,1654,2339,26,ok,,26
PDF_Normal_Doc_1_page_4.jpg,PDF_Normal_Doc_1_page_4.jpg,dataset_images\PDF_Normal_Doc_1_page_4.jpg,1654,2339,18,ok,,27
PDF_Normal_Doc_2_page_1.jpg,PDF_Normal_Doc_2_page_1.jpg,dataset_images\PDF_Normal_Doc_2_page_1.jpg,1654,2339,26,ok,,28
PDF_Normal_Doc_2_page_2.jpg,PDF_Normal_Doc_2_page_2.jpg,dataset_images\PDF_Normal_Doc_2_page_2.jpg,1654,2339,20,ok,,29
PDF_Normal_Doc_2_page_3.jpg,PDF_Normal_Doc_2_page_3.jpg,dataset_images\PDF_Normal_Doc_2_page_3.jpg,1654,2339,20,ok,,30
PDF_Normal_Doc_2_page_4.jpg,PDF_Normal_Doc_2_page_4.jpg,dataset_images\PDF_Normal_Doc_2_page_4.jpg,1654,2339,20,ok,,31
PDF_Normal_Doc_3_page_1.jpg,PDF_Normal_Doc_3_page_1.jpg,dataset_images\PDF_Normal_Doc_3_page_1.jpg,1654,2339,20,ok,,32
PDF_Normal_Doc_3_page_2.jpg,PDF_Normal_Doc_3_page_2.jpg,dataset_images\PDF_Normal_Doc_3_page_2.jpg,1654,2339,20,ok,,33
PDF_Normal_Doc_3_page_3.jpg,PDF_Normal_Doc_3_page_3.jpg,dataset_images\PDF_Normal_Doc_3_page_3.jpg,1654,2339,26,ok,,34
PDF_Normal_Doc_3_page_4.jpg,PDF_Normal_Doc_3_page_4.jpg,dataset_images\PDF_Normal_Doc_3_page_4.jpg,1654,2339,21,ok,,35
PDF_Normal_Doc_3_page_5.jpg,PDF_Normal_Doc_3_page_5.jpg,dataset_images\PDF_Normal_Doc_3_page_5.jpg,1654,2339,20,ok,,36
PDF_Normal_Doc_3_page_6.jpg,PDF_Normal_Doc_3_page_6.jpg,dataset_images\PDF_Normal_Doc_3_page_6.jpg,1654,2339,21,ok,,37
PDF_Normal_Doc_3_page_7.jpg,PDF_Normal_Doc_3_page_7.jpg,dataset_images\PDF_Normal_Doc_3_page_7.jpg,1654,2339,20,ok,,38
PDF_Normal_Doc_3_page_8.jpg,PDF_Normal_Doc_3_page_8.jpg,dataset_images\PDF_Normal_Doc_3_page_8.jpg,1654,2339,19,ok,,39
PDF_Normal_Doc_4_page_1.jpg,PDF_Normal_Doc_4_page_1.jpg,dataset_images\PDF_Normal_Doc_4_page_1.jpg,1654,2339,18,ok,,40
PDF_Normal_Doc_4_page_2.jpg,PDF_Normal_Doc_4_page_2.jpg,dataset_images\PDF_Normal_Doc_4_page_2.jpg,1654,2339,26,ok,,41
PDF_Normal_Doc_4_page_3.jpg,PDF_Normal_Doc_4_page_3.jpg,dataset_images\PDF_Normal_Doc_4_page_3.jpg,1654,2339,20,ok,,42
PDF_Normal_Doc_4_page_4.jpg,PDF_Normal_Doc_4_page_4.jpg,dataset_images\PDF_Normal_Doc_4_page_4.jpg,1654,2339,20,ok,,43
PDF_Normal_Doc_4_page_5.jpg,PDF_Normal_Doc_4_page_5.jpg,dataset_images\PDF_Normal_Doc_4_page_5.jpg,1654,2339,20,ok,,44
PDF_Normal_Doc_4_page_6.jpg,PDF_Normal_Doc_4_page_6.jpg,dataset_images\PDF_Normal_Doc_4_page_6.jpg,1654,2339,20,ok,,45
PDF_Normal_Doc_4_page_7.jpg,PDF_Normal_Doc_4_page_7.jpg,dataset_images\PDF_Normal_Doc_4_page_7.jpg,1654,2339,20,ok,,46
PDF_Normal_Doc_4_page_8.jpg,PDF_Normal_Doc_4_page_8.jpg,dataset_images\PDF_Normal_Doc_4_page_8.jpg,1654,2339,19,ok,,47
PDF_Normal_Doc_4_page_9.jpg,PDF_Normal_Doc_4_page_9.jpg,dataset_images\PDF_Normal_Doc_4_page_9.jpg,1654,2339,19,ok,,48
PDF_Normal_Doc_5_page_1.jpg,PDF_Normal_Doc_5_page_1.jpg,dataset_images\PDF_Normal_Doc_5_page_1.jpg,1654,2339,26,ok,,49
PDF_Normal_Doc_6_page_1.jpg,PDF_Normal_Doc_6_page_1.jpg,dataset_images\PDF_Normal_Doc_6_page_1.jpg,1654,2339,20,ok,,50
PDF_Normal_Doc_6_page_2.jpg,PDF_Normal_Doc_6_page_2.jpg,dataset_images\PDF_Normal_Doc_6_page_2.jpg,1654,2339,26,ok,,51
PDF_Normal_Doc_7_page_1.jpg,PDF_Normal_Doc_7_page_1.jpg,dataset_images\PDF_Normal_Doc_7_page_1.jpg,1654,2339,20,ok,,52
PDF_Normal_Doc_7_page_2.jpg,PDF_Normal_Doc_7_page_2.jpg,dataset_images\PDF_Normal_Doc_7_page_2.jpg,1654,2339,26,ok,,53
PDF_Normal_Doc_7_page_3.jpg,PDF_Normal_Doc_7_page_3.jpg,dataset_images\PDF_Normal_Doc_7_page_3.jpg,1654,2339,21,ok,,54
PDF_Normal_Doc_7_page_4.jpg,PDF_Normal_Doc_7_page_4.jpg,dataset_images\PDF_Normal_Doc_7_page_4.jpg,1654,2339,20,ok,,55
PDF_Normal_Doc_7_page_5.jpg,PDF_Normal_Doc_7_page_5.jpg,dataset_images\PDF_Normal_Doc_7_page_5.jpg,1654,2339,21,ok,,56
PDF_Normal_Doc_7_page_6.jpg,PDF_Normal_Doc_7_page_6.jpg,dataset_images\PDF_Normal_Doc_7_page_6.jpg,1654,2339,20,ok,,57
PDF_Normal_Doc_7_page_7.jpg,PDF_Normal_Doc_7_page_7.jpg,dataset_images\PDF_Normal_Doc_7_page_7.jpg,1654,2339,21,ok,,58
PDF_Normal_Doc_8_page_1.jpg,PDF_Normal_Doc_8_page_1.jpg,dataset_images\PDF_Normal_Doc_8_page_1.jpg,1654,2339,20,ok,,59
PDF_Normal_Doc_8_page_10.jpg,PDF_Normal_Doc_8_page_10.jpg,dataset_images\PDF_Normal_Doc_8_page_10.jpg,1654,2339,20,ok,,60
PDF_Normal_Doc_8_page_2.jpg,PDF_Normal_Doc_8_page_2.jpg,dataset_images\PDF_Normal_Doc_8_page_2.jpg,1654,2339,20,ok,,61
PDF_Normal_Doc_8_page_3.jpg,PDF_Normal_Doc_8_page_3.jpg,dataset_images\PDF_Normal_Doc_8_page_3.jpg,1654,2339,20,ok,,62
PDF_Normal_Doc_8_page_4.jpg,PDF_Normal_Doc_8_page_4.jpg,dataset_images\PDF_Normal_Doc_8_page_4.jpg,1654,2339,21,ok,,63
PDF_Normal_Doc_8_page_5.jpg,PDF_Normal_Doc_8_page_5.jpg,dataset_images\PDF_Normal_Doc_8_page_5.jpg,1654,2339,20,ok,,64
PDF_Normal_Doc_8_page_6.jpg,PDF_Normal_Doc_8_page_6.jpg,dataset_images\PDF_Normal_Doc_8_page_6.jpg,1654,2339,20,ok,,65
PDF_Normal_Doc_8_page_7.jpg,PDF_Normal_Doc_8_page_7.jpg,dataset_images\PDF_Normal_Doc_8_page_7.jpg,1654,2339,26,ok,,66
PDF_Normal_Doc_8_page_8.jpg,PDF_Normal_Doc_8_page_8.jpg,dataset_images\PDF_Normal_Doc_8_page_8.jpg,1654,2339,20,ok,,67
PDF_Normal_Doc_8_page_9.jpg,PDF_Normal_Doc_8_page_9.jpg,dataset_images\PDF_Normal_Doc_8_page_9.jpg,1654,2339,21,ok,,68
PDF_Normal_Doc_9_page_1.jpg,PDF_Normal_Doc_9_page_1.jpg,dataset_images\PDF_Normal_Doc_9_page_1.jpg,1654,2339,21,ok,,69
